name	CHE_AS	CHE_IF	HKG_AS	HKG_IF	IND_AS	IND_IF	SWE_AS	SWE_IF	USA_AS	USA_IF
Mannheimia haemolytica	11	4	31	51	12	12	8	5	8	7
Mannheimia ovis	2	0	4	6	0	0	1	0	1	0
Mannheimia pernigra	0	0	2	3	1	0	0	1	0	0
Mannheimia sp. USDA-ARS-USMARC-1261	2	0	6	21	2	2	2	2	2	1
Mannheimia sp. ZY171111	0	0	0	0	0	0	0	0	1	0
Mannheimia varigena	6	4	26	35	6	5	1	2	4	0
Manovirus Mano	0	0	0	0	0	0	0	0	0	0
Manuelvirus manuel	0	0	0	0	0	0	0	0	0	0
Maporal orthohantavirus	0	0	0	0	0	0	0	0	0	0
Marasmius oreades	35	5	84	25	32	7	16	7	31	13
Mardecavirus MAR10	0	0	0	0	0	0	0	0	0	0
Maribacter cobaltidurans	29	3	109	13	13	10	36	7	13	8
Maribacter dokdonensis	12	4	27	0	8	1	9	3	8	2
Maribacter hydrothermalis	40	5	88	8	18	13	40	12	17	9
Maribacter sp. 1_2014MBL_MicDiv	11	3	26	1	2	2	12	0	6	7
Maribacter sp. HL-LV01	30	4	107	13	18	6	27	8	26	10
Maribacter sp. HTCC2170	36	7	85	5	12	9	30	6	17	18
Maribacter sp. MJ134	24	6	65	6	13	2	23	11	10	7
Maribellus comscasis	35	4	1488	21	72	50	35	33	22	55
Maribius sp. THAF1	14	8	79	96	31	10	11	6	8	7
Maricaulis maris	0	0	0	0	0	0	0	0	0	0
Marichromatium purpuratum	0	0	0	0	0	0	0	0	0	0
Maridesulfovibrio hydrothermalis	0	0	0	0	0	0	0	0	0	0
Maridesulfovibrio salexigens	0	0	0	0	0	0	0	0	0	0
Marinagarivorans sp. GE09	13	4	52	22	7	3	4	10	11	2
Marine RNA virus PAL438	0	0	0	0	0	0	1	0	0	0
Mariniblastus fucicola	30	3	95	35	42	10	19	3	22	2
Marinicauda algicola	28	5	117	107	73	20	7	7	27	4
Mariniflexile sp. TRM1-10	56	19	129	12	17	10	67	38	29	36
Marinilactibacillus sp. 15R	7	1	21	1	6	3	4	19	7	5
Marinilongibacter aquaticus	31	8	87	7	21	8	26	6	11	5
Marinimicrobium koreense	16	8	100	93	31	15	8	4	8	7
Mariniplasma anaerobium	8	0	90	2	11	4	8	15	3	6
Marinithermus hydrothermalis	0	0	0	0	0	0	0	0	0	0
Marinitoga piezophila	0	0	0	0	0	0	0	0	0	0
Marinitoga sp. 1137	0	0	4	0	1	0	2	2	1	2
Marinobacter adhaerens	5	0	34	20	6	5	1	2	1	0
Marinobacter fonticola	19	3	101	76	40	6	13	4	10	4
Marinobacter nauticus	6	1	54	40	17	6	1	5	1	5
Marinobacter psychrophilus	6	0	26	11	5	5	3	3	2	1
Marinobacter salarius	20	4	129	93	29	15	14	11	10	6
Marinobacter salinus	11	1	53	62	23	14	5	8	7	4
Marinobacter salsuginis	8	2	94	56	19	11	11	5	10	6
Marinobacter similis	12	6	91	64	30	13	10	6	7	5
Marinobacter sp. AN1	15	8	123	105	48	10	8	6	4	7
Marinobacter sp. Arc7-DN-1	15	7	151	98	31	12	9	10	10	7
Marinobacter sp. BSs20148	9	1	41	14	5	3	4	4	2	6
Marinobacter sp. CA1	21	8	124	156	48	12	12	10	7	8
Marinobacter sp. CP1	3	3	38	35	16	4	3	5	4	3
Marinobacter sp. es.042	6	2	39	19	7	6	3	5	4	1
Marinobacter sp. JH2	18	3	58	31	12	8	14	4	5	2
Marinobacter sp. LPB0319	25	2	100	77	22	12	9	5	5	5
Marinobacter sp. LQ44	8	4	66	40	13	9	8	5	11	6
Marinobacter sp. LV10R510-11A	15	4	110	58	26	11	15	7	8	7
Marinobacter sp. M1C	0	0	0	1	0	0	0	0	0	0
Marinobacter sp. M3C	3	1	19	9	3	4	2	4	1	2
Marinobacter sp. NP-4(2019)	20	5	103	59	23	10	10	10	9	7
Marinobacterium aestuarii	22	9	128	109	43	18	16	12	12	11
Marinobacterium georgiense	26	9	103	337	35	14	10	13	7	8
Marinobacterium rhizophilum	20	10	149	120	54	14	13	10	18	6
Marinobacterium sediminicola	9	8	120	133	26	6	9	8	11	3
Marinobacterium sp. LSUCC0821	16	0	29	23	4	1	6	4	2	2
Marinomonas algicola	13	0	37	20	7	1	6	1	6	3
Marinomonas arctica	11	1	33	12	9	5	4	8	7	2
Marinomonas foliarum	4	3	12	6	6	4	0	4	4	4
Marinomonas mediterranea	0	0	0	0	0	0	0	0	0	0
Marinomonas posidonica	0	0	0	0	0	0	0	0	0	0
Marinomonas primoryensis	16	6	56	14	12	5	12	10	5	7
Marinomonas profundi	16	3	36	18	9	6	5	8	6	2
Marinomonas rhizomae	15	5	23	9	5	4	2	2	9	3
Marinomonas sp. A3A	7	3	31	11	7	3	6	11	5	6
Marinomonas sp. CT5	16	4	33	20	5	7	9	8	10	3
Marinomonas sp. FW-1	8	2	24	8	7	8	10	2	7	7
Mariprofundus aestuarium	1	1	52	20	8	6	2	4	3	4
Mariprofundus ferrinatatus	6	3	57	23	17	5	6	4	3	1
Marisediminicola antarctica	35	4	53	40	42	8	15	7	13	8
Maritalea myrionectae	15	2	42	38	8	6	12	9	12	4
Marivirga tractuosa	0	0	0	0	0	0	0	0	0	0
Marixanthomonas sp. SCSIO 43207	28	11	113	17	15	8	19	14	16	12
Marmoricola scoriae	43	11	121	117	87	14	15	26	26	8
Martelella endophytica	33	12	92	97	60	10	9	4	17	13
Martelella lutilitoris	11	5	81	90	39	14	8	8	6	10
Martelella mediterranea	0	0	0	0	0	0	0	0	0	0
Martelella sp. AD-3	15	9	86	93	34	7	11	8	12	6
Martelella sp. NC18	0	0	0	2	0	0	0	1	0	0
Marthavirus piccoletto	0	0	0	0	0	0	0	0	0	0
Marvinbryantia formatexigens	0	0	0	0	0	0	0	0	0	0
Mason-Pfizer monkey virus	0	0	0	0	0	0	0	0	0	1
Massilia antarctica	45	22	128	103	92	29	51	46	40	33
Massilia forsythiae	85	28	171	113	148	35	46	31	54	42
Massilia oculi	48	18	110	65	83	25	29	14	24	20
Massilia putida	83	26	163	116	151	42	50	39	39	29
Massilia sp. DM-R-R2A-13	64	32	108	91	97	30	47	29	43	30
Massilia sp. Dwa41.01b	1	0	3	5	2	0	0	0	0	1
Massilia sp. erpn	44	22	88	62	52	21	26	26	24	19
Massilia sp. H6	55	31	113	82	92	27	47	40	29	28
Massilia sp. HC52	114	37	161	148	128	40	61	65	70	47
Massilia sp. LPB0304	58	29	134	95	114	17	48	35	40	34
Massilia sp. MB5	13	5	20	10	13	7	10	6	6	3
Massilia sp. NP310	51	29	111	85	102	18	40	29	32	16
Massilia sp. NR 4-1	8	7	26	28	16	4	5	4	8	3
Massilia sp. PAMC28688	81	25	111	77	71	23	77	38	42	26
Massilia sp. Se16.2.3	4	2	2	3	3	3	1	4	1	4
Massilia sp. WG5	80	24	132	119	153	33	50	29	62	33
Massilia sp. YMA4	61	25	108	102	100	25	35	22	52	31
Massilia violaceinigra	137	51	291	194	217	54	103	60	92	57
Massilistercora timonensis	6	22	27	51	7	19	2	122	5	26
Matervirus mater	0	0	0	0	0	0	0	0	0	0
Maxrubnervirus PMBT3	0	0	0	0	0	0	0	0	0	0
Mazuvirus scam7	0	0	0	0	0	0	0	0	0	0
Megalodesulfovibrio gigas	0	0	0	0	0	0	0	0	0	0
Megamonas funiformis	13	164	109	1471	43	692	10	224	11	63
Megamonas hypermegale	10	13	51	30	26	14	7	22	8	8
Megasphaera elsdenii	5	61	36	722	36	862	10	95	4	14
Megasphaera hexanoica	6	18	22	68	7	99	5	40	7	7
Megasphaera massiliensis	4	36	17	61	12	60	1	51	5	52
Megasphaera stantonii	5	10	16	80	19	36	6	27	5	8
Megavirus chiliensis	7	2	17	4	4	2	7	2	3	3
Meiothermus ruber	0	0	0	0	0	0	0	0	0	0
Meiothermus silvanus	0	0	0	0	0	0	0	0	0	0
Meiothermus taiwanensis	0	0	0	0	0	0	0	0	0	0
Melaminivora jejuensis	129	350	165	265	214	153	93	325	90	122
Melaminivora sp. SC2-9	106	231	184	346	245	104	102	309	61	120
Melanoplus sanguinipes entomopoxvirus	2	0	4	0	0	0	1	0	1	0
Melioribacter roseus	0	0	0	0	0	0	0	0	0	0
Melissococcus plutonius	6	4	19	4	5	4	4	17	5	2
Melittangium boletus	0	0	0	0	0	0	0	0	0	0
Melon yellow spot orthotospovirus	0	0	0	0	0	0	0	0	0	0
Mementomorivirus mementomori	0	0	0	0	0	0	0	0	0	0
Menangle pararubulavirus	0	0	0	0	0	0	0	0	0	0
Menderavirus IMESM1	0	0	0	0	0	0	0	0	0	0
Mergibacter septicus	14	0	30	25	8	8	11	11	7	1
Merhavirus merida	0	0	0	0	0	0	0	0	0	0
Merino Walk mammarenavirus	1	0	0	1	0	0	0	0	0	0
Mesobacillus foraminis	13	2	27	12	13	11	16	17	7	2
Mesobacillus jeotgali	22	4	52	14	17	9	8	23	15	6
Mesobacillus sp. S13	12	9	18	5	4	1	5	11	6	0
Mesoflavibacter profundi	5	0	5	0	1	1	0	0	0	0
Mesoflavibacter sp. SCSIO 43206	28	11	55	8	12	2	31	7	18	15
Mesomycoplasma bovoculi	0	0	0	0	0	0	0	0	0	0
Mesomycoplasma conjunctivae	1	0	8	0	1	0	0	5	1	3
Mesomycoplasma dispar	2	1	10	2	0	1	3	5	4	0
Mesomycoplasma flocculare	0	0	0	0	0	0	0	0	0	0
Mesomycoplasma hyopneumoniae	4	0	15	0	2	1	1	4	1	1
Mesomycoplasma hyorhinis	6	1	2	1	2	1	1	6	2	2
Mesomycoplasma mobile	0	0	0	0	0	0	0	0	0	0
Mesomycoplasma molare	5	3	12	1	3	1	4	12	3	1
Mesomycoplasma neurolyticum	2	0	14	3	2	3	2	7	0	4
Mesomycoplasma ovipneumoniae	9	0	9	2	4	1	4	8	3	4
Mesoplasma chauliocola	3	1	5	0	2	4	2	11	2	2
Mesoplasma coleopterae	4	1	4	0	0	1	2	2	3	2
Mesoplasma entomophilum	0	1	6	0	3	2	3	3	1	0
Mesoplasma florum	7	0	18	2	7	3	5	18	4	2
Mesoplasma lactucae	0	0	0	0	0	0	0	0	0	0
Mesoplasma syrphidae	2	0	8	0	3	0	2	6	2	2
Mesoplasma tabanidae	2	2	3	1	1	3	1	7	5	2
Mesorhizobium amorphae	0	0	0	0	0	0	0	0	0	0
Mesorhizobium australicum	0	0	0	0	0	0	0	0	0	0
Mesorhizobium ciceri	13	4	44	38	18	5	9	4	4	3
Mesorhizobium erdmanii	23	8	73	81	45	9	11	7	18	12
Mesorhizobium huakuii	26	11	80	66	41	7	9	7	16	5
Mesorhizobium japonicum	26	5	45	43	19	5	8	3	10	6
Mesorhizobium jarvisii	0	0	0	0	0	0	0	0	1	0
Mesorhizobium loti	3	1	10	12	5	3	1	1	0	1
Mesorhizobium onobrychidis	22	6	70	71	40	6	9	5	10	6
Mesorhizobium opportunistum	31	5	82	87	37	9	7	4	22	6
Mesorhizobium sp. 113-1-2	31	4	69	79	46	13	8	7	14	9
Mesorhizobium sp. 113-3-3	35	12	76	79	36	6	12	7	25	7
Mesorhizobium sp. 113-3-9	26	1	53	53	30	7	10	6	16	7
Mesorhizobium sp. 131-2-1	58	7	133	144	61	10	20	7	37	12
Mesorhizobium sp. 131-2-5	1	0	4	11	5	1	0	0	5	1
Mesorhizobium sp. 131-3-5	12	2	10	13	8	2	2	0	3	1
Mesorhizobium sp. 8	115	26	207	332	150	18	40	11	65	22
Mesorhizobium sp. AA22	26	4	35	39	32	1	9	2	10	4
Mesorhizobium sp. AR02	42	6	88	82	47	8	19	11	18	9
Mesorhizobium sp. AR07	69	14	106	131	64	11	31	8	47	12
Mesorhizobium sp. AR10	48	5	99	163	63	11	24	7	20	8
Mesorhizobium sp. B1-1-8	55	10	129	150	72	11	24	11	25	15
Mesorhizobium sp. B2-1-1	54	12	98	153	63	8	27	4	35	21
Mesorhizobium sp. B2-1-8	38	10	89	96	56	11	11	8	28	8
Mesorhizobium sp. B2-8-5	61	7	111	120	72	14	13	8	33	16
Mesorhizobium sp. B4-1-4	44	10	102	116	57	6	17	9	26	10
Mesorhizobium sp. DCY119	147	15	198	284	107	7	46	18	43	17
Mesorhizobium sp. INR15	79	14	169	177	80	15	34	9	38	20
Mesorhizobium sp. J8	44	9	110	137	74	10	26	9	43	14
Mesorhizobium sp. L-2-11	34	5	104	122	61	6	23	10	18	10
Mesorhizobium sp. L-8-10	16	4	71	63	44	3	8	2	9	2
Mesorhizobium sp. L-8-3	30	5	71	87	49	3	12	3	19	7
Mesorhizobium sp. M1A.F.Ca.IN.022.06.1.1	57	10	110	128	65	13	26	9	17	8
Mesorhizobium sp. M1B.F.Ca.ET.045.04.1.1	55	12	106	131	72	20	23	8	31	5
Mesorhizobium sp. M1D.F.Ca.ET.043.01.1.1	47	7	107	127	58	4	20	11	24	10
Mesorhizobium sp. M1E.F.Ca.ET.045.02.1.1	49	8	128	147	101	12	22	10	33	7
Mesorhizobium sp. M2A.F.Ca.ET.043.02.1.1	14	2	39	43	23	4	5	2	9	3
Mesorhizobium sp. M2A.F.Ca.ET.043.05.1.1	27	11	76	70	42	12	9	6	21	8
Mesorhizobium sp. M2A.F.Ca.ET.046.03.2.1	17	6	41	47	19	3	15	7	8	7
Mesorhizobium sp. M3A.F.Ca.ET.080.04.2.1	54	9	126	163	86	13	36	13	43	12
Mesorhizobium sp. M4B.F.Ca.ET.058.02.1.1	47	5	94	125	73	8	21	5	26	9
Mesorhizobium sp. M6A.T.Cr.TU.016.01.1.1	32	9	91	91	47	11	21	3	23	6
Mesorhizobium sp. M7A.F.Ce.TU.012.03.2.1	38	8	83	61	38	11	24	11	14	11
Mesorhizobium sp. M7D.F.Ca.US.005.01.1.1	50	14	96	103	51	7	16	13	19	7
Mesorhizobium sp. M8A.F.Ca.ET.057.01.1.1	48	9	94	88	45	5	20	13	27	2
Mesorhizobium sp. M9A.F.Ca.ET.002.03.1.2	41	3	93	110	62	10	11	10	20	7
Mesorhizobium sp. NBSH29	49	8	102	147	60	14	21	6	27	12
Mesorhizobium sp. NZP2077	49	5	86	99	60	3	12	10	22	13
Mesorhizobium sp. NZP2234	6	1	11	14	6	0	4	0	0	1
Mesorhizobium sp. NZP2298	29	5	67	64	34	5	13	15	14	2
Mesorhizobium sp. PAMC28654	60	13	138	158	79	13	38	9	50	8
Mesorhizobium sp. Pch-S	66	15	189	216	90	19	46	11	42	15
Mesorhizobium sp. WSM1497	12	0	14	20	13	1	2	1	4	1
Mesorhizobium terrae	55	20	149	197	119	20	26	15	45	14
Mesotoga infera	4	2	235	13	9	121	6	0	4	0
Mesotoga prima	0	0	0	0	0	0	0	0	0	0
Metabacillus dongyingensis	0	0	3	2	0	0	0	1	1	0
Metabacillus endolithicus	10	2	16	5	8	1	4	12	6	2
Metabacillus litoralis	9	1	37	1	11	5	7	20	9	2
Metabacillus sediminilitoris	12	1	22	8	6	7	6	23	10	5
Metabacillus sp. B2-18	6	5	16	3	6	3	4	7	2	3
Metabacillus sp. cB07	4	4	19	2	8	0	4	17	10	2
Metabacillus sp. KUDC1714	14	0	29	2	9	8	5	21	9	3
Metakosakonia sp. MRY16-398	2	1	1	1	0	0	0	1	1	2
Metallosphaera cuprina	0	0	0	0	0	0	0	0	0	0
Metallosphaera hakonensis	0	0	0	0	0	0	0	0	0	0
Metallosphaera sedula	0	0	1	1	0	1	0	1	0	0
Metallosphaera tengchongensis	1	1	10	1	0	2	0	1	1	0
Metamorphoovirus fireman	0	0	0	0	0	0	0	0	0	0
Metamycoplasma alkalescens	2	0	6	1	1	0	5	7	2	4
Metamycoplasma anseris	3	0	18	2	7	1	1	7	4	1
Metamycoplasma arthritidis	2	1	3	2	3	0	3	7	1	1
Metamycoplasma canadense	3	1	11	0	0	0	1	4	2	1
Metamycoplasma cloacale	2	3	7	0	1	3	5	2	0	4
Metamycoplasma hominis	8	1	29	7	8	4	9	15	5	4
Metamycoplasma hyosynoviae	5	2	14	1	5	4	5	14	5	4
Metamycoplasma orale	2	3	10	0	3	2	2	2	1	3
Metamycoplasma phocicerebrale	1	1	6	1	4	2	0	2	2	1
Metamycoplasma salivarium	1	1	7	1	1	3	3	10	2	0
Methanobacterium alkalithermotolerans	11	2	9	1	7	3	2	1	10	4
Methanobacterium congolense	5	2	10	2	1	18	2	4	2	3
Methanobacterium formicicum	10	3	13	5	9	53	5	3	5	3
Methanobacterium lacus	5	4	15	2	6	5	6	6	9	1
Methanobacterium paludis	6	4	14	3	0	2	8	1	3	2
Methanobacterium sp. MZ-A1	1	1	2	1	2	1	0	2	1	0
Methanobacterium subterraneum	0	1	13	0	1	4	0	2	1	1
Methanobrevibacter arboriphilus	7	4	18	2	7	13	5	4	5	5
Methanobrevibacter millerae	7	0	9	1	7	6	5	9	3	3
Methanobrevibacter olleyae	7	3	22	1	5	10	7	0	4	3
Methanobrevibacter ruminantium	0	0	0	0	0	0	0	0	0	0
Methanobrevibacter smithii	20	55	25	9	34	48	15	52	7	18
Methanobrevibacter sp. AbM4	5	0	6	2	10	8	2	4	3	4
Methanobrevibacter sp. TLL-48-HuF1	13	23	10	3	5	4	17	34	5	13
Methanobrevibacter sp. YE315	1	1	13	3	5	1	5	1	4	2
Methanocaldococcus bathoardescens	3	0	12	1	4	2	3	4	3	3
Methanocaldococcus fervens	0	0	0	0	0	0	0	0	0	0
Methanocaldococcus infernus	0	0	0	0	0	0	0	0	0	0
Methanocaldococcus jannaschii	0	0	0	0	0	0	0	0	0	0
Methanocaldococcus sp. FS406-22	3	1	13	0	6	2	5	7	2	2
Methanocaldococcus sp. SG7	4	3	14	2	2	2	3	3	1	3
Methanocaldococcus vulcanius	0	0	0	0	0	0	0	0	0	0
Methanocella arvoryzae	0	0	0	0	0	0	0	0	0	0
Methanocella conradii	0	0	0	0	0	0	0	0	0	0
Methanocella paludicola	0	0	0	0	0	0	0	0	0	0
Methanococcoides burtonii	0	0	0	0	0	0	0	0	0	0
Methanococcoides methylutens	0	0	0	0	0	0	0	0	0	0
Methanococcoides orientis	7	1	8	4	4	4	2	0	3	1
Methanococcus aeolicus	6	1	13	2	3	1	1	2	6	1
Methanococcus maripaludis	9	2	16	3	7	3	6	4	10	5
Methanococcus vannielii	0	0	0	0	0	0	0	0	0	0
Methanocorpusculum labreanum	0	0	0	0	0	0	0	0	0	0
Methanoculleus bourgensis	4	4	16	12	12	15	1	0	6	3
Methanoculleus chikugoensis	4	1	20	15	8	9	5	2	2	9
Methanofervidicoccus sp. A16	1	1	5	2	2	3	2	4	1	0
Methanofollis aquaemaris	3	1	14	9	7	4	3	0	1	0
Methanofollis formosanus	4	0	20	9	11	7	2	2	1	1
Methanofollis liminatans	0	0	0	0	0	0	0	0	0	0
Methanohalobium evestigatum	0	0	0	0	0	0	0	0	0	0
Methanohalophilus halophilus	2	1	7	1	1	0	2	0	3	1
Methanohalophilus mahii	0	0	0	0	0	0	0	0	0	0
Methanohalophilus portucalensis	2	0	8	2	5	0	1	3	2	0
Methanolacinia petrolearia	0	0	0	0	0	0	0	0	0	0
Methanolobus zinderi	4	1	16	1	3	4	2	2	1	1
Methanomethylovorans hollandica	0	0	0	0	0	0	0	0	0	0
Methanonatronarchaeum sp. AMET6-2	1	0	3	2	4	0	1	1	3	1
Methanoplanus endosymbiosus	2	1	25	5	2	1	0	2	2	2
Methanoplanus limicola	0	0	0	0	0	0	0	0	0	0
Methanopyrus kandleri	0	0	0	0	0	0	0	0	0	0
Methanopyrus sp. KOL6	1	0	1	0	0	0	1	1	0	1
Methanopyrus sp. SNP6	0	2	2	0	1	3	0	0	0	0
Methanoregula boonei	0	0	0	0	0	0	0	0	0	0
Methanoregula formicica	0	0	0	0	0	0	0	0	0	0
Methanosalsum zhilinae	0	0	0	0	0	0	0	0	0	0
Methanosarcina acetivorans	0	0	0	0	0	0	0	0	0	0
Methanosarcina barkeri	7	2	15	3	2	22	4	4	2	1
Methanosarcina flavescens	5	0	12	3	0	1	2	4	3	0
Methanosarcina horonobensis	0	0	0	0	0	0	0	0	0	0
Methanosarcina lacustris	0	0	0	0	0	0	0	0	0	0
Methanosarcina mazei	13	3	39	13	10	46	8	8	5	4
Methanosarcina siciliae	3	5	15	4	3	2	4	2	3	0
Methanosarcina sp. Kolksee	4	1	5	0	7	40	1	3	2	1
Methanosarcina sp. MTP4	4	0	19	7	9	7	5	1	0	3
Methanosarcina sp. WH1	1	0	11	0	0	1	0	0	0	0
Methanosarcina sp. WWM596	1	0	10	2	1	0	1	0	1	0
Methanosarcina thermophila	7	1	5	3	2	1	2	1	3	1
Methanosarcina vacuolata	0	0	0	0	0	0	0	0	0	0
Methanosphaera sp. BMS	2	3	12	2	4	5	9	2	8	6
Methanosphaera stadtmanae	11	2	22	4	13	19	7	7	5	6
Methanosphaerula palustris	0	0	0	0	0	0	0	0	0	0
Methanospirillum hungatei	1	0	5	1	12	33	1	0	2	4
Methanospirillum sp. J.3.6.1-F.2.7.3	5	1	4	1	11	39	0	0	1	1
Methanothermobacter marburgensis	0	0	0	0	0	0	0	0	0	0
Methanothermobacter sp. CaT2	0	0	1	0	1	0	2	1	0	1
Methanothermobacter sp. KEPCO-1	0	0	1	0	0	0	0	0	1	0
Methanothermobacter sp. THM-1	2	0	0	0	0	0	0	0	0	0
Methanothermobacter sp. THM-2	1	0	1	0	1	1	1	0	0	0
Methanothermobacter tenebrarum	4	1	4	1	4	1	3	1	1	1
Methanothermobacter thermautotrophicus	0	0	1	0	0	0	0	0	0	0
Methanothermobacter wolfeii	0	0	0	0	0	1	0	0	0	0
Methanothermococcus okinawensis	0	0	0	0	0	0	0	0	0	0
Methanothermococcus thermolithotrophicus	0	0	0	0	0	0	0	0	0	0
Methanothermus fervidus	0	0	0	0	0	0	0	0	0	0
Methanothrix harundinacea	0	0	0	0	0	0	0	0	0	0
Methanothrix soehngenii	0	0	0	0	0	0	0	0	0	0
Methanothrix thermoacetophila	0	0	0	0	0	0	0	0	0	0
Methanotorris igneus	0	0	0	0	0	0	0	0	0	0
Methylacidimicrobium sp. AP8	3	5	24	22	27	3	3	2	3	2
Methylacidimicrobium sp. B4	9	1	21	18	19	10	2	1	7	0
Methylacidiphilum infernorum	0	0	0	0	0	0	0	0	0	0
Methylacidiphilum kamchatkense	0	0	0	0	0	0	0	0	0	0
Methylacidiphilum sp. IT5	1	0	6	1	2	1	1	0	0	0
Methylacidiphilum sp. IT6	6	0	14	2	5	2	4	3	5	1
Methylibium petroleiphilum	0	0	0	0	0	0	0	0	0	0
Methylibium sp. Pch-M	189	31	91	79	136	15	103	36	105	40
Methylibium sp. T29	38	2	0	0	0	0	20	0	10	1
Methylibium sp. T29-B	0	0	0	0	0	0	1	0	0	2
Methylobacillus flagellatus	0	0	0	0	0	0	0	0	0	0
Methylobacter sp. S3L5C	21	8	80	21	13	9	41	12	18	2
Methylobacterium aquaticum	81	16	258	225	188	25	44	17	75	23
Methylobacterium brachiatum	39	8	120	99	105	11	20	4	33	15
Methylobacterium currus	49	13	164	133	108	18	33	11	47	22
Methylobacterium durans	45	8	143	118	98	15	21	7	31	9
Methylobacterium indicum	35	3	107	93	97	19	15	4	32	16
Methylobacterium mesophilicum	0	0	0	0	0	0	0	0	0	0
Methylobacterium nodulans	0	0	0	0	0	0	0	0	0	0
Methylobacterium organophilum	34	7	111	108	92	16	20	6	38	20
Methylobacterium oryzae	32	5	89	63	85	14	15	8	27	13
Methylobacterium phyllosphaerae	5	0	21	14	21	1	1	1	8	2
Methylobacterium radiodurans	39	9	143	107	90	12	32	9	36	14
Methylobacterium radiotolerans	8	0	32	26	24	6	4	2	11	7
Methylobacterium sp.	0	0	4	1	3	2	0	0	1	1
Methylobacterium sp. 17Sr1-1	40	5	144	113	79	10	13	7	34	12
Methylobacterium sp. 4-46	60	14	193	156	168	21	25	15	75	19
Methylobacterium sp. C1	5	1	13	14	10	0	3	2	4	3
Methylobacterium sp. FF17	54	11	134	89	81	13	26	17	35	14
Methylobacterium sp. WL1	31	14	130	96	93	17	12	11	30	10
Methylobacterium sp. XJLW	3	1	16	8	7	3	2	0	3	2
Methylobacterium tardum	42	9	121	98	74	15	19	4	39	8
Methylobacterium terrae	24	7	103	98	89	13	24	7	32	9
Methylocaldum marinum	26	10	297	171	108	33	26	17	38	22
Methyloceanibacter caenitepidi	22	2	251	285	45	8	13	7	12	1
Methyloceanibacter sp. wino2	20	6	277	313	37	8	12	2	22	6
Methylocella silvestris	0	0	0	0	0	0	0	0	0	0
Methylocella tundrae	19	2	87	115	66	11	21	9	15	12
Methylococcus capsulatus	27	13	193	168	139	30	18	22	14	13
Methylococcus geothermalis	22	16	172	102	111	25	18	18	17	17
Methylococcus sp. 16-5	35	10	169	106	92	35	20	9	13	10
Methylococcus sp. EFPC2	25	11	294	190	143	33	28	16	21	25
Methylococcus sp. Mc7	24	2	174	155	120	10	16	11	15	12
Methylocystis bryophila	37	6	118	123	86	9	16	4	27	3
Methylocystis heyeri	30	3	111	115	86	10	19	5	30	12
Methylocystis parvus	28	7	129	145	133	19	23	11	30	4
Methylocystis rosea	27	11	80	89	75	16	23	10	25	8
Methylocystis sp. MJC1	16	5	108	123	106	20	23	8	18	9
Methylocystis sp. SB2	7	1	27	28	30	4	9	4	6	2
Methylocystis sp. SC2	15	5	85	105	58	9	10	4	10	6
Methylogaea oryzae	32	7	272	144	117	30	27	25	23	16
Methyloligella sp. GL2	16	6	145	137	67	11	11	7	28	6
Methylomagnum ishizawai	52	11	361	228	174	23	31	17	23	14
Methylomicrobium album	0	0	0	0	0	0	0	0	0	0
Methylomicrobium sp. wino1	17	4	106	54	35	9	9	4	7	3
Methylomonas denitrificans	14	3	181	96	44	14	12	13	11	15
Methylomonas koyamae	28	13	156	77	66	11	19	15	13	12
Methylomonas methanica	0	0	0	0	0	0	0	0	0	0
Methylomonas paludis	23	2	74	38	22	6	18	5	8	7
Methylomonas rhizoryzae	16	9	162	75	44	16	14	7	8	12
Methylomonas sp. DH-1	6	2	52	27	24	8	7	9	11	8
Methylomonas sp. EFPC1	15	4	67	45	29	8	5	5	5	8
Methylomonas sp. LL1	26	10	243	118	78	17	19	12	15	13
Methylomonas sp. LW13	8	3	109	45	36	8	13	8	8	9
Methylomusa anaerophila	19	0	31	16	8	28	9	24	7	11
Methylophaga frappieri	22	3	204	177	10	12	12	10	10	5
Methylophaga nitratireducenticrescens	14	2	85	31	19	9	9	9	4	10
Methylophaga pinxianii	10	3	65	26	10	9	7	6	2	7
Methylophilus medardicus	11	6	29	11	10	4	6	5	6	2
Methylophilus sp. TWE2	11	6	31	30	10	14	14	15	6	11
Methyloradius palustris	9	1	37	9	11	8	11	10	7	6
Methylorubrum extorquens	33	10	81	65	74	10	15	9	23	7
Methylorubrum populi	74	19	183	139	149	20	26	20	50	16
Methylorubrum sp. B1-46	30	5	66	62	66	13	23	8	22	4
Methylorubrum sp. GM97	1	0	7	1	5	0	0	3	3	1
Methylorubrum zatmanii	6	0	6	7	5	2	1	0	0	0
Methylosinus sp. C49	25	8	121	143	97	9	17	9	18	6
Methylosinus trichosporium	0	0	0	0	0	0	0	0	0	0
Methylotenera mobilis	0	0	0	0	0	0	0	0	0	0
Methylotenera versatilis	0	0	0	0	0	0	0	0	0	0
Methylotuvimicrobium alcaliphilum	0	0	0	0	0	0	0	0	0	0
Methylotuvimicrobium buryatense	10	4	63	37	40	6	4	4	5	4
Methyloversatilis sp. RAC08	105	62	147	164	125	61	90	77	98	75
Methylovirgula ligni	19	4	80	101	76	11	9	7	25	8
Methylovirgula sp. HY1	20	6	79	68	47	9	16	9	11	11
Methylovorus glucosotrophus	0	0	0	0	0	0	0	0	0	0
Methylovorus sp. MP688	6	4	25	13	16	11	4	10	4	6
